,video_id,publish_at,title,channel_id,description,category_id,view_count,trending,like_count,ratings_disabled,dislike_count,comment_count,comments_disabled
49,gW4d-lGeWYc,2020-12-16T11:00:11Z,寝起きウーバーイーツがいつも通りのオレ,UCG937GJ3sH_WLE06qGqwulg,"↓お仕事依頼はこちらから↓
yappi-official@bucks-llc.com 

さんこいち
https://www.youtube.com/channel/UCMOWCrRrcdSRT7dCR_dB7qA


やっぴ
◯twitter
http://twitter.com/1016kn

◯instagram
https://www.instagram.com/

#やっぴ　#ubereat #ウーバーイーツ",26,146848,1,2474,False,114,224,False
50,VdPogJTYgzE,2020-12-16T09:06:47Z,【初登場】女性スタッフをご紹介します,UCdEpbrlHoqnUGMRy2LICtRw,"ユカコさんが選んだBEST3動画はこちら
1位【祝】5人目が出来ました
https://youtu.be/z45wMzBnkbk
【感動の瞬間】元気な赤ちゃんが生まれました
https://youtu.be/6cRKiH7P320

2位【大爆笑】メッセンジャー黒田さんの逮捕された時の話が…
https://youtu.be/dXH2MdyT9Mg

3位12年ぶりに嫁と丸一日デートしました！
https://youtu.be/vjYPyh8G71s

1番大変だった動画はこちら
【超激辛】辛さ70倍カレーを完食しました 〜1kgステーキ企画の禊です〜
https://youtu.be/zmOYeBqScX8

※緊急事態宣言解除後の撮影につきまして
検温・手指の消毒の義務化や換気の徹底など感染拡大の防止対策に取り組んだ上で撮影を行なっております。

メインチャンネルはこちら
https://www.youtube.com/channel/UC642pLj4GXSj-0Ybdx3ytmA
ゲーム部屋はこちら
https://www.youtube.com/channel/UCaweVLFU1fA7C3HQwmQNLDA/

吉本興業所属のキングコング梶原が、新米Youtuberカジサックとなって色んなことを学ぶチャンネルです。

カジサック公式アプリ「カジサックの楽屋」のインストールはこちらから！
▼iOS
https://apps.apple.com/app/id1473420400
▼Android
https://play.google.com/store/apps/details?id=com.c_rayon.kajisac

ちょっとでも面白かったらぜひチャンネル登録をお願いします！

TikTok ：@カジサック【YouTuber】

カジサックの冠番組『カジサックのじゃないと！』HPはこちら
http://www.kkt.jp/program/janight/
番組公式Twitterはこちら
https://twitter.com/k_janight
TVerとhuluでも見逃し配信中！
Tver：https://tver.jp/feature/f0048217
hulu：https://www.hulu.jp/kajisac-no-ja-night

#カジサック #KAJISAC #吉本自宅劇場 #カジサックの小部屋 #KAJISACROOM #OmO #よしもとクリエイティブエージェンシー",24,310871,1,7782,False,278,1013,False
51,Gg_TDk8fkbk,2020-12-16T11:00:12Z,今夜はワンオペ🤱そんな時は贅沢Uber Eats三昧でハピネスナイト🍜💖💖💖,UCJyGoLz_sLHHHI1uEPg6UhA,"トカゲくんが
可愛すぎる件🤱💕

Uber三昧ハピネスナイト😘



InstagramとTwitterもフォローよろしくね❤️

Instagram☆☆☆
https://instagram.com/riisa1018naka

Twitter☆☆☆
https://twitter.com/riisa1018naka

#仲里依紗 #ubereats #フリートーク",22,921000,1,24759,False,291,1508,False
52,Lf6oiWJu1wE,2020-12-15T10:00:05Z,坂本勇人選手の2000本安打を祝して秋山翔吾選手とサプライズ仕掛けました。,UCJlavxr4G9OFkymtkbKZmOw,"今回も見てくれてありがとうございました！

勇人の2000安打記念のドッキリをしました！
みなさんよかったら見てください！

【読売ジャイアンツ公式YouTubeチャンネル】
https://www.youtube.com/c/読売ジャイアンツYOMIURIGIANTS
↓コラボ動画
https://youtu.be/DIxHXdqNhFE
https://youtu.be/o7y0X08XCz4

【Twitter】
https://twitter.com/maeken1988

【インスタグラム】
https://www.instagram.com/18_maeken/

 ＃マエケン #坂本勇人 #秋山翔吾",17,333590,1,8131,False,86,459,False
53,mQnG7mTJ-bY,2020-12-16T10:00:13Z,女子力あげたいから可愛すぎる物いっぱい買った!!!♡【購入品紹介】,UC69xoWl5-Y3m-oRFTORIbKw,"#ジェラピケ #フランフラン 

♡さぁやカラコン♡
http://angelcolor.jp/item/merche/saaya.php 


♡さぁやフォトブック♡
https://www.amazon.co.jp/dp/4065150892/ref=sr_1_1?s=books&ie=UTF8&qid=1545375759&sr=1-1&keywords=saaya%27s+Pink+BOx


サブチャンネル（さやぴんく(さぁや2nd)）
https://m.youtube.com/channel/UCCCKcdrIq6GXF2-IRJh3kNg

(Twitter)
https://twitter.com/saaya3831

(Instagram)
https://instagram.com/saaya831/
https://instagram.com/arurui_38/",26,162578,1,3530,False,137,207,False
54,mno__7HNWy4,2020-12-15T10:00:32Z,秋山翔吾&前田健太&坂本勇人 88年世代SP対談,UCXxg0igSYUp0tqdd6luPEnQ,"#秋山翔吾 #前田健太 #坂本勇人

秋山選手、前田選手、坂本選手によるスペシャル対談！！
名球会の話から結婚の話まで同い年の3人が語り合いました。
未公開シーンはマエケンチャンネルでチェック！！
https://www.youtube.com/channel/UCJlavxr4G9OFkymtkbKZmOw

※当チャンネルにアップされた動画の無断転載は禁止です

チャンネル登録はこちら↓
https://www.youtube.com/channel/UCXxg0igSYUp0tqdd6luPEnQ?sub_confirmation=1

最新の情報や選手の姿は巨人軍公式Twitter、巨人軍公式Instagramでも配信しています。

《NEW》TikTok始めました↓
https://snssdk1180.onelink.me/BAuo/yomiurigiants 

最新の情報は巨人軍公式Twitterで↓
https://twitter.com/TokyoGiants

選手の表情は 巨人軍公式Instagramで↓
https://www.instagram.com/yomiuri.giants/",17,463996,1,8061,False,127,490,False
55,UZue_yEscX4,2020-12-15T10:58:12Z,キャンプ中に原始人みたいなパンを作ってみた,UCIJPUOgFIBu8TiXUa9hRWYw,"[ゲームチャンネル]https://www.youtube.com/channel/UC0iNpcyM6QkUlX9mzziauQA
[Twitter]https://twitter.com/cabhey_dj
[Instagram]https://www.instagram.com/dj_cabhey


[Music/SE]
DOVA-SYNDROME:https://dova-s.jp/
NCS:https://soundcloud.com/nocopyrightsounds
peritune:http://peritune.com/",2,578323,1,13718,False,238,937,False
56,Ag65Agxyfxg,2020-12-15T09:00:04Z,兄妹でコンビニ1万円企画してるの普通におもろくね,UCpbu18sbRQlFSo1PtixzktQ,"そうです、中町兄妹です。
チャンネル登録/高評価/コメントお願いします！！！
中町JP（兄）と中町綾（妹）のSNSもフォローお願いします♪

⚫︎Instagram
∟兄 http://Instagram.com/demichenakamachi 
∟妹 https://www.instagram.com/ayanakamachi/?hl=ja 

⚫︎Twitter
∟兄 https://mobile.twitter.com/demichenakamach
∟妹 https://twitter.com/aya110n_n 

⚫︎TikTok
∟兄妹 https://vt.tiktok.com/ADxSjG/
∟兄 https://vt.tiktok.com/ADXndw/ 
∟妹  https://vt.tiktok.com/ZSun5PeD/

⚫︎中町JPの会社
∟株式会社トキメキクリエイト http://tokimekicreate.jp/ 

お問い合わせ 【tokimekicreate@gmail.com】",24,351593,1,10988,False,299,906,False
57,e0y9_2gnMq0,2020-12-15T12:20:02Z,僕たちは解散します。,UCSHc05m3seGiDBH6ZChd1xA,"今まで3年間本当にありがとうございました。
僕らなりに出した決断です。
もしかしたら『もう少し頑張れるかも』なんて、想いを１００回も２００回も繰り返しそれでも辿り着いた決断でした。
NOBLEMANはバカで不器用なろくでも無い奴らの集まりで、だからこそ心底笑い合えたりぶつかり合えたと今ではそう思えます。
ただしその未熟さを補うには僕らは時間が経ち過ぎたとも思います。
もし俺達がもっと若くてもっと素直で正直者だったらまた違う未来があったかもしれない
でも僕らは俗に言う”いい大人”です。そんなタラレバを少し寂しい気持ちで考えたりして

この3年間が僕らを成長させてくれたし育ててくれました。
4人がこれから歩む人生においてきっとこの記憶は色濃く残っていくと思います。
目指した場所には辿り着けなかったけど、この経験を生かし新たな目標に向かって歩き出します。

皆様にはお見苦しいところも沢山見せてきてしまいましたが、それでも見届けてくれた方々。
なんとか最後はちょっとだけ正直なNOBLEMANを見せれた気がします。

またこれからのバカな4人のそれぞれの道を見守ってください
ではまた会う日まで



ミッキーの個人チャンネル
https://www.youtube.com/channel/UCZVx2BqZloyTJuuD_oUTrHA


ジェイの個人チャンネル
https://www.youtube.com/user/TheHirohiroki


サブチャンネル【NOBLEMANの裏垢】
https://www.youtube.com/channel/UCQmK3pMRaG3OzWefTvXcD8w

ノーブルマンが給料もらってるとこ
https://kiii.co.jp/

■ファンレター・プレゼントの宛先はこちら
↓
〒150-0031
東京都渋谷区桜丘町20-1
渋谷インフォスタワー17階
「株式会社Kiii チャンネル名」宛
(※生物、冷蔵便は受け取りができません)

■お仕事のご依頼等
↓
 https://kiii.co.jp/contact/

SNS

りーくん
http://twitter.com/seoultokyo69
https://www.instagram.com/rheekun_gaessaekki/

J
http://twitter.com/jeity1220
https://www.instagram.com/jeity_thedu/

KOU
http://twitter.com/NOBLEMAN_KOU
https://www.instagram.com/nobleman_kou/

ミッキー
http://twitter.com/0423Micky
https://www.instagram.com/micky0423",24,317068,1,8811,False,385,1484,False
58,DkSjamK_3u8,2020-12-15T11:00:14Z,７キロ痩せた１０個の事お話しします....❤︎❤︎,UCxS4vbIvtjHQcEW61J2KQIw,"こんばんは〜！﻿
﻿
今日は、以前から質問頂いてたダイエット動画です.....💪💪

身長は163cm、体重が55だと、一応数字だけだと標準体重くらいではあるんだけど.....まあなんか、、体脂肪率も凄くて😂😂😂お顔にとにかくお肉が付いてました、、😂😂

色々やって最近は今の体重をキープできてるので、ぜひ、、誰かの参考になれば嬉しいです！！
﻿
﻿
【ゆうこす情報】﻿
﻿
♡Instagram→https://www.instagram.com/yukos0520/﻿
﻿
♡Twitter→https://twitter.com/yukos_kawaii﻿
﻿
▷プロデュース﻿
﻿
・スキンケアブランド youange﻿
http://youange.com/﻿
﻿
・ルームウエアブランド REVEYU﻿
https://www.reveyu.jp/﻿
﻿
・ライバーマネジメント321﻿
https://321.inc﻿
﻿
・カラコン Chu's me﻿
https://luvlit.jp/fs/luvlit/c/colorcon_brand_chs",26,367095,1,8423,False,320,442,False
59,j4KzEz2OT8s,2020-12-15T08:00:09Z,【奇跡】河北さんにメイクしてもらったら顔変わりすぎたwww【ふくれな】,UCCuizDTLsr-mNm_PEGdChVg,"いつもご視聴ありがとうございます！

河北さんとのコラボ動画はこちら
https://youtu.be/jMBR7S_Y2Ss

河北裕介さん
■YouTube
https://www.youtube.com/channel/UCHC8L_WrLJCbv9L1MjEX51g
■Instagram : @kawakitayusuke
https://www.instagram.com/kawakitayusuke/
■Twiter : @kawakitayusuke
https://mobile.twitter.com/kawakitayusuke

プロデュースコスメ『&be』
■&be web store
https://www.and-be.jp
■Instagram : @andbe_official
https://www.instagram.com/andbe_official/?hl=ja

■ふくれなプロデュースコスメ 『CipiCipi』
【web】https://cipicipi.jp/
【Instagram】https://www.instagram.com/cipicipi_official/

「ドブ女の逆襲」発売中！
https://www.amazon.co.jp/dp/4299002792

【お仕事ご依頼】
emurena.info@guild-inc.tokyo

【お手紙などこちら】
〒155-0032『ふくれな宛』『M君宛』
 東京都世田谷区代沢4-16-6  2F

【Twitter】
https://twitter.com/fukurena0924

【Instagram】
https://www.instagram.com/fukurena/?h...",24,559977,1,13705,False,238,526,False
60,W7YgzCJMDQw,2020-12-15T03:00:14Z,「M-1グランプリ2020」x「Creepy Nuts」スペシャルムービー,UCCTMMUDmBo6PXc7GmVHPrkw,"無観客で始まった「M-1グランプリ2020」。
そんな状況にもかかわらず、過去最多の5081組がエントリーしてくださいました。
“M-1戦士”へのリスペクトが、この作品を形作っています。
お笑い好きでも知られるCreepy Nutsさんの「板の上の魔物」とともに、12月20日(日)の「M-1」決勝を目指し、心血を注ぐ漫才師たちのリアルをお届けします！

#M1グランプリ #creepynuts #スペシャルムービー",24,516191,1,21061,False,94,1740,False
61,1ZMTAPt4Or4,2020-12-15T08:00:01Z,吉田くんの素顔公開します,UCOF2nUSKF2Mz_vZHlxjxRTg,"メインチャンネルはこちら
https://www.youtube.com/channel/UCJZVj2iBrdvbNc416i0V-UA

プレゼント等の送り先はこちら↓
※冷凍・冷蔵が必要な生モノの受付は出来ません
〒160-0004 東京都新宿区四谷２丁目４−１８－２Ｆ
朝倉未来チャンネル宛

朝倉未来のホームページはこちら
http://mikuru-asakura.jp/

曲チャンネルはこちら
https://www.youtube.com/channel/UCl9CQSy1zql0pTS2oo9rFGQ/

アパレル販売開始しました
https://matinavenir.com/

書籍発売開始しました
朝倉未来の強者の流儀はこちら
https://www.amazon.co.jp/dp/4046046961

過去の動画はこちら

お笑い芸人の審査員中にメンバーがお笑い芸人として出てきたらどんな反応をするのか検証してみた【東京MX TV 東京オーディション仮】
https://www.youtube.com/watch?v=BaHdMNY8kws&t=337s

ステーキ3kg食べれるか挑戦してみた
https://www.youtube.com/watch?v=NV63Ac7Tg_U&t=148s

脱出不可能？なぞともカフェに行ってみた
https://www.youtube.com/watch?v=KLCoVOnam4Y&t=656s

いざという時の護身術を一瞬で考えてみた
https://www.youtube.com/watch?v=9J-uxcOo4rs&t=979s

食パンを１分以内に食べられるか挑戦してみた
https://www.youtube.com/watch?v=iYk8dOwDv5c

恋愛＆人生相談に答えてみた
https://www.youtube.com/watch?v=bZH4VcKzmbw&t=57s

・朝倉未来
https://www.instagram.com/mikuruasakura
https://twitter.com/MikuruAsakura

・佐々木くん
https://twitter.com/hiro_sasaki_
https://www.instagram.com/hirosasaki_/

・たくま
https://twitter.com/Taku0532
https://www.instagram.com/md_takuma/

・吉田くん
https://www.instagram.com/yoshi_da318
https://twitter.com/Yoshida_318

・朝倉未来 Youtube公式インスタグラム
https://www.instagram.com/asakuramikuruyt

・朝倉未来 Youtube公式ツイッター
https://twitter.com/asakuramikuruyt

・お仕事のご依頼はこちら
mikuruasakuramg@gmail.com",24,479546,1,7550,False,515,1546,False
62,-B9pt_yG3gs,2020-12-15T10:00:01Z,【10日間ガチサバイバル】大量の水を確保。極限状態で素潜り。,UCtxx8JDiilyNt9DXPlvxwmw,"・マサルのサブチャン

https://www.youtube.com/channel/UCgh_rZp0SXcbD9ilti7sH3A

◇Twitter→https://mobile.twitter.com/masarumoritsuki

◇Instagram→https://www.instagram.com/masarumoritsuki/

■コラボ等の個人的な依頼は
ohadamind@yahoo.co.jp

■お仕事のご依頼等
https://kiii.co.jp/contact/

◇英語字幕の作成はヒロタカさんにお願いしています。
https://translatorhirotaka.wixsite.com/website",1,729579,1,14143,False,461,1953,False
63,vjOt93g1Bgw,2020-12-15T12:03:42Z,23歳丁寧なモーニングルーティン,UCm-m76oSXXj41CUxDwUeF4Q,"ほんまはいつももっとバタバタ座る暇なんかない🤳🏻

提供：パルファン・クリスチャン・ディオール
http://on-pp.dior.com/backstage-2012-02

2:34  ミス ディオール ブルーミング ブーケ 〈プチ シアター〉

2:47  サンク クルール クチュール  689 ミッツァ

3:19  ディオール アディクト リップ マキシマイザー
103 ピュア ゴールド
104 ローズ ゴールド
105 コッパー ゴールド

プロデュースコスメ RICAFROSH
公式サイト https://ricafrosh.com/
Instagram https://www.instagram.com/ricafrosh.official/?hl=ja

プロデュースカラコン メイメ！
公式サイト https://www.queen-eyes.com/fs/queeneyes/c/MEiMEbyLARME/
Instagram https://instagram.com/meime.official?igshid=1abt4pgfz7e5z

Twitter https://twitter.com/FURUKAWAYUKA_

Instagram https://www.instagram.com/iamyukaf/

さんこいち https://m.youtube.com/channel/UCMOWCrRrcdSRT7dCR_dB7qA

お仕事の問い合わせ https://garou-creators.com/hurukawayuka/

スタイルブック てんこもりフルカワ 
https://amzn.to/2Vmxkme",26,469524,1,10703,False,295,775,False
64,qg3S1jSeAX8,2020-12-15T09:53:44Z,最近のモーニングルーティン,UCD0Kba00rO0XaRKJ-qyrszw,"【Instagram】
https://www.instagram.com/eri.ogawa1102
【Twitter】
https://twitter.com/rie0985
【OFFICIAL WEBSITE】
https://enrikekukan.com/
お仕事のご依頼や動画に関する問い合わせはこちらまで↓
https://enrikekukan.com/

#エンリケ",22,322225,1,4143,False,487,392,False
65,VIoGWqCizb0,2020-12-15T09:00:15Z,【簡単】ポプテピクッキングまとめ | ポプテピピック | 特別映像,UCR61XV4ROXhkcfLO31hTGuw,"『ボプテピクッキング』
ポプ子とピピ美がおいしくてタメになるレシピをご紹介！
凸(☎︎ω☎︎)凸　凸|☎︎ω☎︎|凸　

【キャスト】
ポプ子
金田朋子／中村悠一／こおろぎさとみ／森久保祥太郎／徳井青空 
小山力也／水樹奈々／郷田ほづみ／國府田マリ子／飛田展男
加藤英美里／関智一／竹内順子／関俊彦／小桜エツコ／緑川光

ピピ美
小林ゆう／杉田智和／矢島晶子／鳥海浩輔／三森すずこ
高木渉／能登麻美子／銀河万丈／井上喜久子／島田敏
福原香織／秋元羊介／佐久間レイ／遊佐浩二／横山智佐／子安武人

【スタッフ】
関口和希
コーナー監督・作画監督・美術・原画・編集・撮影：関口和希
コンテ：青木純

【公式HP】
http://hoshiiro.jp/

#ポプテピピック #ポプテピクッキング #まとめ動画

【配信情報】
ー定額見放題ー
■dアニメストア　https://anime.dmkt-sp.jp/animestore/ci_pc?workId=21929
■FOD　https://fod.fujitv.co.jp/s/genre/anime/ser5621/?img_frame=0
■Hulu　https://www.hulu.jp/pop-team-epic
■J：COM オンデマンド　https://linkvod.myjcom.jp/video/sr00004888?type=series
■milplus　https://front.milplus.jp/pg/10040795
■TELASA　https://www.videopass.jp/series/8267
■TSUTAYA TV　https://movie-tsutaya.tsite.jp/netdvd/vod/artDetail.do?pT=0&ttvArtCd=101017605&code=&ct=1
■U-NEXT　https://video.unext.jp/freeword?query=%E3%83%9D%E3%83%97%E3%83%86%E3%83%94%E3%83%94%E3%83%83%E3%82%AF&td=SID0032713
■バンダイチャンネル　https://www.b-ch.com/titles/5873/
■ひかりTV　https://www.hikaritv.net/video/series/Z3JvdXAvYjAwNjg3MQ
■NETFLIX　https://www.netflix.com/title/80228291

ー都度課金ー
■GYAO！ストア　https://gyao.yahoo.co.jp/store/title/182148
■HAPPY★動画(スマホ)　https://a.happydouga.jp/web/title/index.php?id=dmZG458&trans_src=search%2Fquery.php&trans_add=search
■J：COM オンデマンド　https://linkvod.myjcom.jp/video/sr00004888?type=series
■milplus　https://front.milplus.jp/pg/10040795
■Rakuten TV　https://tv.rakuten.co.jp/content/245678/
■TELASA　https://www.videopass.jp/series/8267
■TSUTAYA TV　https://movie-tsutaya.tsite.jp/netdvd/vod/artDetail.do?pT=0&ttvArtCd=101017605&code=&ct=1
■U-NEXT　https://video.unext.jp/freeword?query=%E3%83%9D%E3%83%97%E3%83%86%E3%83%94%E3%83%94%E3%83%83%E3%82%AF&td=SID0032713
■Google Play　https://play.google.com/store/tv/show/%E3%83%9D%E3%83%97%E3%83%86%E3%83%94%E3%83%94%E3%83%83%E3%82%AF?id=LOZUliyahhgii7LkK9XcGQ&hl=ja
■クランクイン！ビデオ　https://video.crank-in.net/10008237
■ニコニコ動画　https://ch.nicovideo.jp/hoshiiro
■バンダイチャンネル　https://www.b-ch.com/titles/5873/
■ひかりTV　https://www.hikaritv.net/video/series/Z3JvdXAvYjAwNjg3MQ
■ビデオマーケット　https://www.videomarket.jp/title/182148?ra=search_suggest
■ムービーフルプラス　http://mfplus.jp/channel/sub_channel.php?t=460&sub_channel_id=8131
■PSNビデオストア　配信中

©大川ぶくぶ／竹書房・キングレコード

＊＊＊関連リンク＊＊＊
▼ 「KING AMUSEMENT CREATIVE」公式Twitter
 https://twitter.com/kac_officialhp

▼ 「KING AMUSEMENT CREATIVE」公式サイト
http://king-cr.jp/

▼ 「キンクリ堂」（関連グッズ購入はこちら）
https://kinkurido.jp/shop/default.aspx

▼ 「KING AMUSEMENT CREATIVE」公式チャンネル
『あひるの空』『SHAMAN KING』『鬼灯の冷徹』『ポプテピピック』などの
キングレコードを代表するアニメ作品から音楽まで、
ここでしか楽しめないコンテンツを続々公開！チャンネル登録よろしくお願いします！
https://bit.ly/2G7MMk2

＜再生リスト＞
期間限定にて人気アニメを公開中！！
https://www.youtube.com/playlist?list=PLQyvkHBZA_xCfObGcXuiCmkxtEGln-xkL

【簡単】ポプテピクッキングまとめ | ポプテピピック | 特別映像
https://youtu.be/VIoGWqCizb0

「KING AMUSEMENT CREATIVE 」公式チャンネル
https://www.youtube.com/channel/UCR61XV4ROXhkcfLO31hTGuw",10,659854,1,0,True,0,1610,False
66,OKu_lXHVVgc,2020-12-15T22:30:19Z,K-1チャンピオン武居由樹VSアマ8冠中垣龍汰郎　白熱スパーリング,UCNvcJiq2WkzM0ZlvxYwcXlA,,22,216358,1,1745,False,35,608,False
67,TgkHnAv-J04,2020-12-15T09:00:20Z,【伝説回】オリラジ藤森の家に凸して大暴れ！カノジョさんに挨拶しようとしたら大変な騒ぎになったよ【最後はなぜか感動展開】,UC24T2Vj2uSukiOwWcpG_9fA,"でんでん藤森の動画はコチラ！
https://youtu.be/CHxU8TwxIdI
藤森慎吾のYouTubeチャンネルはコチラだよ
https://www.youtube.com/channel/UC25Ah0_XF2lOUwWV9VSfl2g/

今日は「でんでん」こと、オリエンタルラジオ藤森慎吾のお家に凸撃したよ！
カノジョさんとご飯食べてたみたいで、なんか悪かったな。

実は俺たち、意外と長い関係なんだよな。

大暴れしちゃったけど、最後は感動の展開になったよ。

またコラボしようね。


けいちょんチャンネルは毎週火・金・土に動画を更新！
次回は１２／１８(金)に更新します！
チャンネル登録お願いします！

演出・プロデュース：チャバネ松本

※新型コロナウィルス感染拡大防止の為の対策を十分にとった上で収録しております。


けいちょんに食べてほしいもの、調理してほしいもの、
何でも構わないので送ってもらう
「けいちょんの『届いた！』シリーズ」

お問い合わせはメールアドレス
gokurakutonnboyamamoto@gmail.com
もしくは tv@lingus.jp までお願いします。

送り先は
株式会社 リンガスまでお願いします！
〒108−0073　東京都港区三田4−1−30 慶通ビル4階
http://www.lingus.jp/


アサ芸プラスさんが「命と引き換えメシ」を取り上げてくれました！
https://www.asagei.com/excerpt/148394
https://www.asagei.com/excerpt/149594

元マネージャー 柳瀬との相撲戦績３戦０勝３敗

音楽提供：三浦駿介
https://twitter.com/shunsuke_miura
https://www.instagram.com/seanskimiura/?hl=ja

はじめしゃちょーさん、本当にありがとうございます！https://www.youtube.com/user/0214mex/featured

山本ツイッター
https://twitter.com/yama_gokuraku

山本インスタ
https://www.instagram.com/yamamogt/?hl=ja

山本圭壱のだってカープが好きなんだもんch
https://www.youtube.com/channel/UCLMzJrm1FcojV6Mnkajr5HQ/featured


よろしくお願いします！！！


#藤森ありがとな
#でんでんかっこいー
#吉本自宅劇場
#けいちょん
#極楽とんぼ",24,325693,1,8292,False,879,1220,False
68,wyrm2K0LuiY,2020-12-14T11:00:12Z,まあたそが手越に〇〇メイクしたら、現場が騒然に...,UCSEoj94-efoQhREyRWRySKA,"提供：株式会社マツモトキヨシホールディングス

■今回訪問させていただいたのはこちら！
店舗名：マツモトキヨシ 銀座中央通り店　BeautyU
所在地：東京都中央区銀座8-8-5　太陽ビル1F・B1F
営業時間：10時〜20時30分

店舗URL
https://www.matsukiyo.co.jp/mkc/beautyU/
インスタ
https://www.instagram.com/BeautyU_lab/

■今回二人が購入したアイテムはこちらでご覧いただけます！
https://www.matsukiyo.co.jp/store/corp/campaign/detail/?campaign=CP_0678

■マツモトキヨシのブラントサイトやインスタグラムアカウントもあります！
＜ブランドサイト＞
matsukiyo web https://www.matsukiyo.co.jp/sp/matsukiyo

＜インスタグラムアカウント＞
matsukiyo　https://www.instagram.com/matsukiyo_official/
ザ・レチノタイム　https://www.instagram.com/the_retinotime_official/
アルジェラン　https://www.instagram.com/argelanofficial/
レプリカノーツ　https://www.instagram.com/replicanotesofficial/

まあたそさんのチャンネルはこちらから！
https://www.youtube.com/channel/UCxlsYyeri8MOpap3w3JbWSQ

チャンネル登録はこのリンクをテイ！ → http://www.youtube.com/channel/UCSEoj94-efoQhREyRWRySKA?sub_confirmation=1

ファンクラブ登録 受付中
https://www.yuyategoshi.com

手越祐也オフィシャルTwitter
https://twitter.com/YuyaTegoshi1054

手越祐也 ファンクラブ公式Twitter
https://twitter.com/yuyategoshi_fc

手越祐也オフィシャルInstagram
https://www.instagram.com/yuya.tegoshi1054

ファンレター宛先
〒107-0052
東京都港区赤坂5-5-9
赤坂スバルビル1F MBE119
手越祐也宛

お問い合わせは下記へ
info@tegoshi.biz

チャンネル管理人 高橋さんのTwitter：https://twitter.com/takahashisan69

#手越祐也
#まあたそ
#マツモトキヨシ",22,1368904,1,36464,False,929,1108,False
69,JLSnCen85OA,2020-12-15T14:20:09Z,大きな【整形】をしてきました。現状報告。,UCBtuFiLjcevA5gLfWgeiRzw,"👗Rちゃんのデザインしてるブランド
ニット明日19:00〜発売します💓ページはまだ準備中＞＜！
Riu  
https://riu.co.jp

撮影協力🌙東京イセアクリニック
https://www.tokyoisea.com
撮らせていただき本当にありがとうございます😭


さぶちゃん🍭
https://www.youtube.com/channel/UCesZkSRLCvbAaqPLCxa2dRg

Rちゃんのアカウント
💫ツイッター　@akriiiii4
https://twitter.com/akriiiii4
💫インスタ　@riuakari   
https://www.instagram.com/riuakari

案件とか仕事
https://t-t-t.tokyo/creator/rchan/
💌info@ttt0805.com

❣️ファンレター宛先
〒106-0044
東京都港区東麻布1-14-9
株式会社t.t.t channelRちゃん宛
会社名いれてね！",22,422150,1,10588,False,442,1750,False
70,Cxo7a8mA2yw,2020-12-15T12:00:13Z,【コストコ】原産国被りNGの大食い対決！世界食べ食べ旅行！！,UCutJqz56653xV2wwSvut_hQ,"撮影協力：かねふくめんたいパークとこなめ
https://mentai-park.com/tokoname/

高校卒業後くらいにみんなでコストコに行った時、
しばゆーはズボンを履かずにヒートテックタイツで来たなぁ。
その時買ったトリュフチョコはそれから数ヶ月しばゆーの部屋にたくさん転がってたなぁ。
(編集 : りょう)

どうも、東海オンエアです。
ぜひチャンネル登録お願いします！

サブチャンネル【東海オンエアの控え室】もぜひチャンネル登録してね！！！
https://www.youtube.com/channel/UCynIYcsBwTrwBIecconPN2A

グッズ購入はこちらから！！
https://goo.gl/YtauZW

有料メンバーシップの登録はこちらから！
https://www.youtube.com/channel/UCutJqz56653xV2wwSvut_hQ/join

お仕事の依頼はこちらから
https://www.uuum.co.jp/inquiry_promotion

ファンレターはこちらへ
〒107-6228
東京都港区赤坂9-7-1ミッドタウン・タワー 28階
UUUM株式会社 東海オンエア宛

【Twitterアカウント】
てつや→https://twitter.com/TO_TETSUYA
としみつ→https://twitter.com/TO_TOSHIMITSU
しばゆー→https://twitter.com/TOKAI_ONAIR
りょう→https://twitter.com/TO_RYOO
ゆめまる→https://twitter.com/TO_yumemarucas
虫眼鏡→https://twitter.com/TO_ZAWAKUN",23,1966038,1,36673,False,717,3155,False
